invoice_id,client_id,client_name,invoice_ref,business_unit,region,account_type,payment_method,revenue,cost,profit,tax,margin,days_to_pay,notes,invoice_date
INV001575,CL2523,Garcia and Sons,REF-mP76PO85,Wealth Management,TAS,SME,Direct Debit,216556.44,137199.63,79356.81,23807.04,36.64,12,,2024-05-13
INV001576,CL6177,Taylor-Roth,REF-PC87jX74,Treasury,WA,Enterprise,Direct Debit,265721.61,113959.66,151761.95,45528.58,57.11,87,,2023-09-18
INV001577,CL3946,"Mcgee, Jennings and Fletcher",REF-Dh19qN15,Treasury,SA,Non-profit,Direct Debit,338922.09,163749.02,175173.07,52551.92,51.69,78,,2023-09-22
INV001578,CL9554,"Jones, Hernandez and Cruz",REF-ig77UY60,Insurance,WA,SME,Cheque,273854.7,176565.52,97289.18,29186.75,35.53,9,Odio adipisci accusantium debitis sit hic.,2024-12-02
INV001579,CL8026,Johnston-Williams,REF-Gw41Ur70,Corporate Banking,NT,SME,Credit Card,212103.32,145670.4,66432.92,19929.88,31.32,71,,2023-12-13
INV001580,CL8275,"Gonzalez, Edwards and Summers",REF-qM60Gw55,Wealth Management,TAS,Government,BPAY,370791.64,221781.98,149009.66,44702.9,40.19,47,,2023-11-15
INV001581,CL6627,Stevenson-Sparks,REF-lK58BK38,Operations,VIC,Retail,Cheque,9999.37,5032.4,4966.97,1490.09,49.67,27,Dicta asperiores enim occaecati.,2023-01-08
INV001582,CL3368,"Ramirez, Cunningham and Myers",REF-Ii26Yy87,Retail Banking,SA,Government,Credit Card,10051.83,6720.97,3330.86,999.26,33.14,45,Vitae quis deserunt.,2024-07-25
INV001583,CL9275,Sutton-Rhodes,REF-ts71WR38,Operations,NSW,Government,EFT,323930.58,234081.65,89848.93,26954.68,27.74,54,,2023-01-05
INV001584,CL8512,"Velasquez, Jackson and Stephens",REF-aY75NE79,Operations,NT,Enterprise,BPAY,463971.91,210883.92,253087.99,75926.4,54.55,63,,2024-11-21
INV001585,CL4903,Pope LLC,REF-sw02PC56,Corporate Banking,WA,Retail,BPAY,370073.73,168707.1,201366.63,60409.99,54.41,35,Eos autem nihil nihil.,2023-02-22
INV001586,CL5570,Pierce Inc,REF-Yq41dn04,Insurance,ACT,Retail,Direct Debit,60536.03,30869.53,29666.5,8899.95,49.01,88,,2024-08-24
INV001587,CL7744,"Smith, James and Tanner",REF-mo96zf40,Wealth Management,TAS,Non-profit,EFT,227922.92,96105.05,131817.87,39545.36,57.83,69,,2023-04-27
INV001588,CL2422,"Harris, Rodriguez and Clark",REF-dx22IR86,Insurance,NT,Enterprise,Direct Debit,312021.43,169641.39,142380.04,42714.01,45.63,67,,2024-07-25
INV001589,CL2109,Smith and Sons,REF-PS99lx37,Operations,NSW,Retail,EFT,303389.39,185841.18,117548.21,35264.46,38.74,61,,2024-02-21
INV001590,CL7794,"Kennedy, Stark and Leonard",REF-Se73dk75,Treasury,ACT,Retail,BPAY,262082.79,135229.97,126852.82,38055.85,48.4,36,,2024-11-24
INV001591,CL6018,"Rhodes, Kramer and Daniel",REF-eV96DC32,Retail Banking,QLD,SME,Cheque,114765.77,77581.68,37184.09,11155.23,32.4,77,,2023-01-13
INV001592,CL1404,Price-Myers,REF-Fj56TQ16,Retail Banking,TAS,Non-profit,BPAY,91667.69,52403.36,39264.33,11779.3,42.83,36,,2024-08-20
INV001593,CL8225,"Lewis, Brown and Gonzalez",REF-mQ80Kf76,Wealth Management,TAS,Retail,Credit Card,480398.72,303893.12,176505.6,52951.68,36.74,82,,2023-06-22
INV001594,CL8445,"Williams, Hall and Hines",REF-KZ49nJ52,Retail Banking,NT,Enterprise,Credit Card,183526.69,126778.36,56748.33,17024.5,30.92,28,,2023-03-29
INV001595,CL9686,"Savage, Jones and Reed",REF-QA14iq08,Retail Banking,NT,Retail,BPAY,154120.5,72187.82,81932.68,24579.8,53.16,14,,2023-08-18
INV001596,CL2348,Perez Group,REF-Yk86qR81,Retail Banking,NT,Enterprise,BPAY,147262.7,78443.76,68818.94,20645.68,46.73,19,,2024-01-17
INV001597,CL1556,Gutierrez Ltd,REF-wv86QR06,Treasury,SA,Retail,EFT,43759.62,30921.17,12838.45,3851.53,29.34,22,,2023-01-07
INV001598,CL7450,"Hurley, Hampton and Herrera",REF-NO20Gk40,Retail Banking,WA,Non-profit,Credit Card,109882.76,49009.65,60873.11,18261.93,55.4,51,,2024-01-24
INV001599,CL4734,"Estrada, Smith and Castillo",REF-pI70ff51,Corporate Banking,NSW,Government,Credit Card,402945.22,256172.65,146772.57,44031.77,36.42,58,Assumenda debitis perferendis at blanditiis aliquid.,2023-05-06
INV001600,CL1507,Carter Ltd,REF-QR76ze45,Retail Banking,ACT,Enterprise,Cheque,113151.57,58267.29,54884.28,16465.28,48.51,30,,2023-06-03
INV001601,CL1922,Ryan Ltd,REF-Hp59zx31,Wealth Management,NSW,Retail,Credit Card,42104.36,19854.66,22249.7,6674.91,52.84,23,,2023-10-20
INV001602,CL6335,Brown-Rodriguez,REF-MC76Mn66,Treasury,VIC,Enterprise,EFT,244671.36,123147.36,121524.0,36457.2,49.67,31,,2024-08-23
INV001603,CL8499,"Smith, Werner and Fields",REF-xz84vo38,Wealth Management,WA,Government,Direct Debit,285731.0,179241.53,106489.47,31946.84,37.27,8,,2024-10-11
INV001604,CL7804,"Miller, Hernandez and Irwin",REF-eW65fb39,Operations,QLD,Government,Direct Debit,420854.44,241980.75,178873.69,53662.11,42.5,51,,2023-05-15
INV001605,CL8266,Stanton Ltd,REF-cJ27Gu83,Treasury,SA,Government,EFT,66370.56,41796.38,24574.18,7372.25,37.03,39,,2024-06-08
INV001606,CL1431,Sandoval Inc,REF-kg99rr20,Insurance,VIC,Enterprise,BPAY,137289.87,101325.98,35963.89,10789.17,26.2,25,Perferendis totam quod.,2024-11-16
INV001607,CL8884,Christensen-Torres,REF-ay93LB69,Insurance,TAS,Enterprise,BPAY,257514.68,150237.76,107276.92,32183.08,41.66,34,,2024-12-24
INV001608,CL9302,Le-Greene,REF-Qw61Km97,Operations,VIC,Non-profit,EFT,153788.66,66941.91,86846.75,26054.02,56.47,55,,2024-07-15
INV001609,CL7767,King-Guzman,REF-ZY81Yr07,Corporate Banking,SA,Retail,BPAY,134861.78,59270.39,75591.39,22677.42,56.05,48,,2023-10-07
INV001610,CL3902,"Blackwell, Ruiz and Phillips",REF-Fm18qv64,Retail Banking,TAS,Retail,Credit Card,398340.22,164518.36,233821.86,70146.56,58.7,11,,2024-12-15
INV001611,CL1976,Brown Ltd,REF-si82LF18,Wealth Management,NT,Enterprise,Cheque,24619.66,12980.37,11639.29,3491.79,47.28,45,Atque assumenda iure.,2023-01-28
INV001612,CL9667,"Wood, Jenkins and Levy",REF-Jw33kt87,Insurance,NSW,Government,EFT,408828.5,219883.73,188944.77,56683.43,46.22,43,,2023-01-05
INV001613,CL4340,"Harris, Nguyen and Fleming",REF-Ez18VN04,Operations,QLD,Government,EFT,208152.89,109143.33,99009.56,29702.87,47.57,53,Exercitationem natus aut distinctio quas.,2024-09-03
INV001614,CL3807,Riley-Beck,REF-pE97zy70,Wealth Management,SA,Government,EFT,407172.84,239473.37,167699.47,50309.84,41.19,65,,2023-04-18
INV001615,CL3443,"Davis, Carrillo and Cobb",REF-fL40As69,Wealth Management,TAS,Government,EFT,457354.06,274344.48,183009.58,54902.87,40.01,64,,2024-11-17
INV001616,CL4031,"Barrett, Miller and Anderson",REF-fc33iP94,Corporate Banking,QLD,Enterprise,Credit Card,375813.14,190516.99,185296.15,55588.84,49.31,90,,2023-06-04
INV001617,CL2819,Thomas and Sons,REF-If41Qj84,Operations,QLD,Non-profit,BPAY,16217.89,11667.5,4550.39,1365.12,28.06,47,,2024-05-17
INV001618,CL8081,"Moyer, Sanders and Johnson",REF-it66nh31,Insurance,NT,SME,EFT,379145.53,206673.48,172472.05,51741.61,45.49,43,,2024-04-24
INV001619,CL9764,Roy Ltd,REF-oW19PO44,Treasury,QLD,Government,EFT,476402.3,263160.58,213241.72,63972.52,44.76,38,,2024-07-22
INV001620,CL4127,Conway LLC,REF-OI07OP79,Insurance,TAS,Non-profit,EFT,141300.16,76871.8,64428.36,19328.51,45.6,9,Accusantium tenetur eveniet doloremque odio ipsa esse.,2023-07-23
INV001621,CL5560,Thompson Inc,REF-LC24OK52,Insurance,TAS,SME,EFT,157817.38,69609.46,88207.92,26462.38,55.89,76,Quis illo facilis ducimus.,2023-01-18
INV001622,CL6671,Brock Inc,REF-Ni84Ov76,Wealth Management,TAS,Non-profit,Credit Card,327822.9,216596.54,111226.36,33367.91,33.93,20,,2023-06-02
INV001623,CL3780,"Lee, Mckenzie and Petty",REF-Fe55bc47,Treasury,QLD,Retail,Direct Debit,474162.7,329019.24,145143.46,43543.04,30.61,82,,2023-02-16
INV001624,CL1792,Moreno and Sons,REF-tm94eL32,Wealth Management,QLD,Government,Cheque,246126.25,166730.32,79395.93,23818.78,32.26,32,,2024-01-30
INV001625,CL2544,"Parsons, Clark and Simmons",REF-oD24eE47,Treasury,TAS,Retail,Direct Debit,453091.31,329130.36,123960.95,37188.28,27.36,83,Rem esse eaque dolores.,2023-03-10
INV001626,CL9490,Webster Inc,REF-Ls00YJ10,Corporate Banking,SA,Non-profit,EFT,113807.97,49776.04,64031.93,19209.58,56.26,52,,2024-01-25
INV001627,CL1292,Gutierrez PLC,REF-MQ64DT08,Insurance,NSW,Government,Direct Debit,389773.85,286158.66,103615.19,31084.56,26.58,47,,2024-01-01
INV001628,CL1727,"Cain, Ward and Anderson",REF-Fx81OO18,Insurance,QLD,Non-profit,BPAY,384580.65,159116.0,225464.65,67639.39,58.63,20,Quia itaque quis mollitia.,2023-07-02
INV001629,CL2803,Smith Group,REF-ip49sL72,Wealth Management,QLD,SME,EFT,338342.8,234129.54,104213.26,31263.98,30.8,26,,2023-05-07
INV001630,CL3550,"Johnson, Garcia and Powell",REF-xx70fT76,Wealth Management,NT,Non-profit,BPAY,29681.79,16856.02,12825.77,3847.73,43.21,82,Ex dignissimos expedita.,2023-10-22
INV001631,CL1986,Trevino Inc,REF-MN62rV23,Treasury,NT,Enterprise,BPAY,78508.46,56795.81,21712.65,6513.8,27.66,71,,2024-10-30
INV001632,CL5887,Mendoza Ltd,REF-GC82FI96,Corporate Banking,ACT,Government,Direct Debit,374260.35,197762.67,176497.68,52949.3,47.16,49,,2023-05-05
INV001633,CL6171,Fletcher-Ochoa,REF-cE00Fc97,Operations,NSW,Retail,EFT,271531.01,196450.08,75080.93,22524.28,27.65,65,,2024-05-23
INV001634,CL9943,"Duncan, Guzman and Smith",REF-Sk41FC87,Insurance,QLD,Enterprise,Direct Debit,38929.96,27732.83,11197.13,3359.14,28.76,41,,2023-08-21
INV001635,CL5024,"Knight, Sexton and Sutton",REF-fx17Gi11,Corporate Banking,VIC,SME,BPAY,296915.22,220884.44,76030.78,22809.23,25.61,30,,2023-06-19
INV001636,CL5735,"Baker, Anderson and Grant",REF-vP76KC51,Retail Banking,WA,Government,BPAY,431569.94,178862.89,252707.05,75812.11,58.56,72,,2023-05-08
INV001637,CL6624,"Hayes, Cox and Moore",REF-gj20Eq40,Insurance,TAS,Retail,Credit Card,259274.18,179530.38,79743.8,23923.14,30.76,17,,2023-10-11
INV001638,CL1574,Woodward Inc,REF-Xd90BT81,Wealth Management,QLD,SME,Credit Card,392355.28,270223.72,122131.56,36639.47,31.13,52,Sint perferendis ea.,2024-09-07
INV001639,CL9762,Smith-Daniels,REF-Px52Ho96,Wealth Management,WA,Non-profit,BPAY,285545.55,191037.64,94507.91,28352.37,33.1,86,,2023-06-09
INV001640,CL9284,Stevens-Roberts,REF-za99YV81,Wealth Management,WA,SME,Direct Debit,280400.6,174562.74,105837.86,31751.36,37.75,31,,2024-01-11
INV001641,CL3984,Delgado-Hicks,REF-Kx58WY62,Corporate Banking,TAS,Government,Credit Card,40122.1,29152.05,10970.05,3291.01,27.34,61,Delectus tempora sapiente eius assumenda.,2024-09-17
INV001642,CL9339,George PLC,REF-kZ02us97,Operations,VIC,Enterprise,Credit Card,156025.55,86974.97,69050.58,20715.17,44.26,51,,2024-11-21
INV001643,CL2527,Thomas Group,REF-xZ86Yp47,Treasury,VIC,Retail,Direct Debit,304869.02,131061.22,173807.8,52142.34,57.01,7,,2023-08-06
INV001644,CL8022,"Hutchinson, Murphy and Hoffman",REF-Hl68rG67,Operations,VIC,SME,BPAY,439597.98,272837.27,166760.71,50028.21,37.93,63,,2024-12-30
INV001645,CL9544,Boone-Underwood,REF-bC53eu78,Treasury,VIC,Retail,Direct Debit,384634.12,183454.01,201180.11,60354.03,52.3,89,In dolore quod voluptatibus consequuntur corporis.,2024-10-18
INV001646,CL2968,Williams Ltd,REF-Vp71VE81,Treasury,NT,Government,Direct Debit,181935.31,103090.34,78844.97,23653.49,43.34,80,A incidunt officia.,2024-08-03
INV001647,CL3253,Reynolds-Evans,REF-hZ17IV93,Retail Banking,NT,Enterprise,BPAY,8202.13,5752.42,2449.71,734.91,29.87,68,,2023-07-27
INV001648,CL2821,Flynn-Greene,REF-ri60HT51,Wealth Management,TAS,Government,EFT,304444.98,159072.54,145372.44,43611.73,47.75,77,Ipsa veritatis explicabo.,2023-11-18
INV001649,CL8778,"Williamson, Osborne and Sanchez",REF-JE56Aw96,Retail Banking,QLD,Government,Cheque,426571.72,180224.37,246347.35,73904.21,57.75,73,,2023-03-17
INV001650,CL8913,Griffin LLC,REF-Vk07WH78,Wealth Management,WA,Government,Cheque,482897.94,277207.14,205690.8,61707.24,42.6,63,,2023-04-05
INV001651,CL2484,Garcia LLC,REF-FD70iy24,Operations,NSW,Retail,Direct Debit,32387.83,13348.08,19039.75,5711.93,58.79,55,,2024-07-03
INV001652,CL8035,Dennis-Fox,REF-tI88qs16,Retail Banking,ACT,SME,EFT,209832.87,128847.24,80985.63,24295.69,38.6,26,Reiciendis saepe excepturi quae occaecati odio.,2024-05-31
INV001653,CL1360,Thomas LLC,REF-fB33wN17,Operations,NSW,SME,EFT,391864.2,217460.09,174404.11,52321.23,44.51,11,Amet qui odio veritatis dolorum veritatis.,2024-04-02
INV001654,CL8478,"Le, Tate and Mercado",REF-vC67MG72,Insurance,QLD,Enterprise,Direct Debit,417958.26,247511.93,170446.33,51133.9,40.78,43,,2024-12-14
INV001655,CL1454,"Griffin, Huynh and Thomas",REF-oP84sP97,Wealth Management,NSW,Government,EFT,328645.53,153183.89,175461.64,52638.49,53.39,81,,2024-06-17
INV001656,CL5601,Aguilar-Rodgers,REF-cQ84Nx92,Operations,NSW,Government,Direct Debit,75512.37,46216.6,29295.77,8788.73,38.8,24,Quam consequuntur quibusdam sapiente.,2024-11-07
INV001657,CL6137,White PLC,REF-VG51fA01,Operations,NT,Non-profit,Cheque,46596.87,27403.36,19193.51,5758.05,41.19,42,,2023-09-16
INV001658,CL8569,"Beasley, Taylor and Ford",REF-lX65yU48,Treasury,NSW,Government,EFT,487722.35,210802.51,276919.84,83075.95,56.78,35,,2023-01-13
INV001659,CL6335,Wang and Sons,REF-DB54qV69,Operations,NSW,Government,EFT,143571.02,105652.42,37918.6,11375.58,26.41,83,,2024-02-26
INV001660,CL7486,"Hernandez, Peterson and Acevedo",REF-uI39ms65,Retail Banking,WA,Non-profit,Cheque,407662.25,226721.17,180941.08,54282.32,44.39,13,,2024-02-13
INV001661,CL7033,"Sanders, Vargas and Mcknight",REF-Zu43NY66,Operations,VIC,Non-profit,Cheque,450041.5,221406.38,228635.12,68590.54,50.8,74,,2023-09-30
INV001662,CL7463,"Mckenzie, Austin and Johnson",REF-Px48IU59,Retail Banking,NT,Non-profit,BPAY,450426.68,201824.58,248602.1,74580.63,55.19,12,,2023-07-10
INV001663,CL1240,"Abbott, Medina and Johnson",REF-fb86GB24,Corporate Banking,SA,Enterprise,EFT,240308.18,130624.91,109683.27,32904.98,45.64,75,,2024-11-24
INV001664,CL7775,"Jackson, Hamilton and Mitchell",REF-BA22kH95,Retail Banking,TAS,Retail,Direct Debit,436704.79,251470.69,185234.1,55570.23,42.42,36,Cupiditate veniam ipsum eum fugiat eius.,2024-07-26
INV001665,CL8907,Vasquez Inc,REF-uU92Dr50,Retail Banking,ACT,Enterprise,Credit Card,144081.87,92331.15,51750.72,15525.22,35.92,69,,2024-10-28
INV001666,CL8238,Salinas-Hubbard,REF-Sk43Vi60,Corporate Banking,QLD,SME,Credit Card,59718.07,38299.51,21418.56,6425.57,35.87,26,,2024-06-14
INV001667,CL7171,Thompson-Johnson,REF-SQ98mw14,Corporate Banking,QLD,SME,Direct Debit,37763.6,24091.82,13671.78,4101.53,36.2,39,,2024-04-23
INV001668,CL9474,Torres-Holland,REF-Nm92eX29,Wealth Management,ACT,Retail,BPAY,85624.01,55215.58,30408.43,9122.53,35.51,66,,2024-08-04
INV001669,CL5635,"Welch, Swanson and Carey",REF-Ob33Lr71,Retail Banking,NT,Government,Cheque,103981.76,77668.5,26313.26,7893.98,25.31,27,,2023-06-08
INV001670,CL8714,Rollins-Douglas,REF-Nr26Wo52,Retail Banking,TAS,SME,Cheque,412303.89,231548.76,180755.13,54226.54,43.84,27,Doloribus delectus id corporis sit dolore.,2024-01-18
INV001671,CL6893,Schmidt-Jones,REF-JJ75Kq24,Treasury,QLD,SME,Cheque,457215.54,321242.7,135972.84,40791.85,29.74,86,,2024-11-07
INV001672,CL5972,Malone and Sons,REF-Ez77vR48,Corporate Banking,TAS,SME,Cheque,172542.59,88428.24,84114.35,25234.31,48.75,69,Dolore dolore consequatur ipsa modi aliquam.,2024-05-25
INV001673,CL7599,Thomas-Lee,REF-sC59gg92,Operations,TAS,Retail,EFT,26638.87,17771.77,8867.1,2660.13,33.29,86,,2023-02-18
INV001674,CL7714,"Shepherd, Blackwell and Gonzalez",REF-lk18EZ54,Retail Banking,SA,Government,Credit Card,325476.38,173102.73,152373.65,45712.09,46.82,41,,2024-09-09
INV001675,CL6066,Bennett-Hamilton,REF-tZ55LS30,Operations,SA,Enterprise,Cheque,250720.68,106980.51,143740.17,43122.05,57.33,50,,2023-04-15
INV001676,CL1364,"Alexander, Smith and Johnson",REF-kq36NC54,Retail Banking,VIC,SME,Cheque,419359.78,298945.19,120414.59,36124.38,28.71,61,,2024-03-03
INV001677,CL6343,Lewis-Newman,REF-Mw11DG99,Operations,QLD,Government,Direct Debit,42829.5,25638.61,17190.89,5157.27,40.14,16,,2023-12-09
INV001678,CL2109,Jackson Ltd,REF-Ql15dL15,Treasury,WA,Retail,BPAY,382133.94,265776.85,116357.09,34907.13,30.45,74,,2023-10-13
INV001679,CL9134,"Moore, Reed and Thompson",REF-yS79OU28,Retail Banking,SA,SME,EFT,223240.34,164478.84,58761.5,17628.45,26.32,30,Eveniet reiciendis recusandae fugit excepturi eveniet.,2024-03-15
INV001680,CL4867,Buck Inc,REF-Rm76Wv02,Retail Banking,NSW,Retail,BPAY,384476.48,172819.6,211656.88,63497.06,55.05,61,Quos blanditiis harum similique.,2024-05-15
INV001681,CL7594,"Kemp, Kelly and Henderson",REF-eK18Wl71,Retail Banking,VIC,SME,Cheque,430413.4,303282.22,127131.18,38139.35,29.54,86,,2023-06-12
INV001682,CL7499,Mullins Ltd,REF-cO49yx84,Retail Banking,WA,Retail,Direct Debit,36038.04,15831.02,20207.02,6062.11,56.07,46,,2024-08-05
INV001683,CL5637,"Kline, Roberson and Stout",REF-Wp02mO48,Treasury,VIC,Enterprise,Credit Card,372855.82,278191.42,94664.4,28399.32,25.39,72,,2023-12-19
INV001684,CL7019,Warren and Sons,REF-Vv38GW88,Wealth Management,SA,Retail,Direct Debit,21749.06,9762.63,11986.43,3595.93,55.11,14,,2024-11-10
INV001685,CL5494,Acevedo Group,REF-cz14ZS04,Retail Banking,ACT,Government,BPAY,78948.88,42336.53,36612.35,10983.7,46.37,58,Illum impedit consequuntur vero corrupti libero.,2023-04-10
INV001686,CL4957,"Fernandez, Poole and Carter",REF-UW16Gw24,Operations,VIC,SME,Credit Card,445748.21,222421.84,223326.37,66997.91,50.1,26,Porro officiis aliquid ducimus eos.,2023-10-30
INV001687,CL9770,Knapp-Cruz,REF-Xe29wu44,Retail Banking,ACT,Retail,EFT,242225.18,144857.07,97368.11,29210.43,40.2,17,Dolorem earum expedita repellat.,2023-03-14
INV001688,CL3519,"Yates, Anderson and Smith",REF-uY57zh35,Treasury,QLD,Enterprise,Direct Debit,203197.6,135648.55,67549.05,20264.72,33.24,79,,2024-12-17
INV001689,CL9272,"Stephens, Wilkerson and Rodriguez",REF-aN37jm81,Operations,NT,Non-profit,Cheque,394070.5,215844.72,178225.78,53467.73,45.23,37,,2024-11-18
INV001690,CL7478,Morrison Ltd,REF-wY30fl34,Retail Banking,NSW,SME,BPAY,457086.33,256299.77,200786.56,60235.97,43.93,8,Quibusdam voluptatem dolorum omnis non.,2023-12-13
INV001691,CL1434,"Scott, Riley and Chandler",REF-dr02tt14,Operations,TAS,SME,Credit Card,444001.85,314414.97,129586.88,38876.06,29.19,11,Doloribus culpa quos voluptas sunt.,2024-04-03
INV001692,CL9353,"Singh, White and Miller",REF-yt89if57,Corporate Banking,WA,Non-profit,Direct Debit,424044.57,300653.88,123390.69,37017.21,29.1,35,Eos exercitationem adipisci beatae cupiditate corporis.,2023-08-04
INV001693,CL9942,"Adams, Williams and Johnson",REF-Rq63TE81,Insurance,NSW,Enterprise,EFT,225831.13,159442.19,66388.94,19916.68,29.4,67,,2024-01-15
INV001694,CL8876,"Sanchez, Price and Campos",REF-cT74ZB31,Operations,ACT,Government,EFT,33833.15,19108.5,14724.65,4417.39,43.52,76,Commodi ipsa consequatur est error.,2024-06-10
INV001695,CL6576,Morris-Thompson,REF-hf25rT38,Wealth Management,NT,Enterprise,BPAY,472922.71,319042.62,153880.09,46164.03,32.54,60,Sunt dolorem tenetur ipsam odio.,2023-07-25
INV001696,CL2027,"Collins, Mcdonald and Ramos",REF-mc87Au15,Corporate Banking,SA,SME,Direct Debit,100170.01,63469.16,36700.85,11010.25,36.64,37,,2023-01-13
INV001697,CL7890,"Garrison, Pugh and Garcia",REF-nX21ip51,Treasury,NSW,Enterprise,Cheque,125305.4,58170.25,67135.15,20140.54,53.58,20,,2023-06-19
INV001698,CL5788,"Clark, Hunter and Harris",REF-iL24qd08,Corporate Banking,NSW,Retail,Credit Card,185154.24,100285.31,84868.93,25460.68,45.84,24,Aut dolorem voluptas expedita.,2023-08-13
INV001699,CL1561,Brown-King,REF-pH66HU49,Insurance,NT,Non-profit,Credit Card,49734.37,21557.66,28176.71,8453.01,56.65,84,,2024-01-04
INV001700,CL9054,"Booth, Williams and Gray",REF-Jq87MD80,Retail Banking,NSW,SME,Direct Debit,204588.98,88673.46,115915.52,34774.66,56.66,61,,2023-11-19
INV001701,CL1385,Campos Group,REF-vL58It31,Operations,NT,Government,Credit Card,479377.62,193022.18,286355.44,85906.63,59.73,49,Maxime recusandae ea.,2023-08-21
INV001702,CL7562,"Bond, Johnson and Pierce",REF-Lg92lw22,Wealth Management,WA,SME,Direct Debit,283684.07,201748.79,81935.28,24580.58,28.88,73,,2023-11-20
INV001703,CL5878,"Lewis, Jackson and Farmer",REF-KZ82DB71,Insurance,ACT,Government,Direct Debit,449661.9,300958.4,148703.5,44611.05,33.07,39,,2024-08-01
INV001704,CL2946,"Castro, Adams and Powers",REF-ZN22tb57,Retail Banking,WA,Non-profit,Credit Card,458559.07,331084.59,127474.48,38242.34,27.8,52,,2024-10-01
INV001705,CL1153,"Humphrey, Anderson and Hill",REF-Ow62qW73,Treasury,WA,Government,BPAY,381944.53,264186.45,117758.08,35327.42,30.83,46,,2023-08-11
INV001706,CL1184,Berg and Sons,REF-GF83Sr03,Retail Banking,NT,Enterprise,Direct Debit,198009.43,89726.47,108282.96,32484.89,54.69,60,,2024-09-29
INV001707,CL6193,Walton Inc,REF-FG47GY72,Insurance,NT,Enterprise,Credit Card,289522.97,141518.21,148004.76,44401.43,51.12,58,Sunt quae labore nam doloribus.,2023-05-26
INV001708,CL5525,"Owen, Allen and Mitchell",REF-qT77pB27,Wealth Management,QLD,SME,Credit Card,385628.11,276317.08,109311.03,32793.31,28.35,25,,2024-02-19
INV001709,CL4229,"Smith, Henry and Weeks",REF-Hm28EU98,Operations,TAS,Government,EFT,359790.65,168847.9,190942.75,57282.82,53.07,26,,2023-10-01
INV001710,CL9678,Cross Ltd,REF-eB22Zs58,Wealth Management,NT,Government,BPAY,463568.69,307639.67,155929.02,46778.71,33.64,81,,2024-03-19
INV001711,CL8690,"Brown, Ford and Campbell",REF-eG88gv58,Corporate Banking,SA,Enterprise,Credit Card,294070.96,214411.84,79659.12,23897.74,27.09,32,Voluptate unde officia ullam.,2024-06-19
INV001712,CL9891,"Myers, Alexander and Lamb",REF-yf98Rx72,Retail Banking,NT,Enterprise,Credit Card,17764.18,11514.74,6249.44,1874.83,35.18,27,,2024-01-05
INV001713,CL6100,Newton Inc,REF-Nl44RD42,Corporate Banking,VIC,SME,Direct Debit,22659.5,16414.06,6245.44,1873.63,27.56,30,Molestias eius rem cum.,2024-07-31
INV001714,CL1656,Frazier and Sons,REF-aE26hx02,Corporate Banking,NSW,Non-profit,Direct Debit,456923.42,306211.0,150712.42,45213.73,32.98,52,Rem aut autem.,2024-02-28
INV001715,CL3679,"Smith, Marshall and Williams",REF-IU36ZK82,Wealth Management,NSW,Non-profit,EFT,370575.41,216343.87,154231.54,46269.46,41.62,20,,2024-05-24
INV001716,CL7089,Perez-King,REF-tg31BK91,Insurance,TAS,Non-profit,EFT,18937.78,11251.47,7686.31,2305.89,40.59,49,,2024-10-26
INV001717,CL8281,"Murray, Robbins and Brown",REF-hG17XI22,Corporate Banking,NSW,SME,EFT,177301.9,117217.7,60084.2,18025.26,33.89,90,,2023-01-03
INV001718,CL5212,Smith Ltd,REF-yW54VB74,Wealth Management,NT,Retail,Cheque,214685.15,95123.72,119561.43,35868.43,55.69,54,Tempore qui similique est.,2024-10-09
INV001719,CL4026,"Jordan, Long and Smith",REF-UJ56HG38,Treasury,TAS,Retail,Direct Debit,269762.31,180638.54,89123.77,26737.13,33.04,70,,2023-07-31
INV001720,CL1409,Williams-Adams,REF-ZI58qw59,Operations,SA,Government,BPAY,327235.94,242516.94,84719.0,25415.7,25.89,60,,2023-02-17
INV001721,CL9537,"Martin, Brown and Jones",REF-yi31DX75,Wealth Management,NT,Enterprise,Cheque,126684.22,93775.74,32908.48,9872.54,25.98,46,Voluptate doloremque modi non.,2023-07-24
INV001722,CL1137,"Stephens, Chang and Gibson",REF-Zp59JA61,Insurance,QLD,Enterprise,Cheque,295837.0,202121.24,93715.76,28114.73,31.68,25,Ducimus rem sed repudiandae.,2024-10-30
INV001723,CL1614,Carter-Barrett,REF-tJ03To94,Operations,SA,Retail,Credit Card,444591.93,255917.63,188674.3,56602.29,42.44,26,,2023-06-13
INV001724,CL3233,Martinez Ltd,REF-Es48XM43,Corporate Banking,VIC,SME,Cheque,31922.01,21898.71,10023.3,3006.99,31.4,85,,2024-10-05
INV001725,CL2770,"Willis, Taylor and Padilla",REF-cM52Lg45,Retail Banking,SA,Government,EFT,490755.61,344912.64,145842.97,43752.89,29.72,57,,2024-05-31
INV001726,CL2986,"Thompson, Atkins and Marsh",REF-BD66gk52,Retail Banking,VIC,Retail,EFT,110404.74,71600.85,38803.89,11641.17,35.15,14,,2023-04-03
INV001727,CL4715,Mason-Reid,REF-aW45aI76,Wealth Management,NSW,Non-profit,Cheque,23676.87,9817.64,13859.23,4157.77,58.53,34,,2023-05-18
INV001728,CL8798,Green-Griffin,REF-vD82VK40,Wealth Management,NT,Government,Direct Debit,400339.5,297165.82,103173.68,30952.1,25.77,43,Exercitationem laudantium velit temporibus eum.,2024-02-01
